Project Name,Package Name,Type Name,Code Smell
jEdit,org.gjt.sp.jedit.bsh,ParseException,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.bsh,Parser,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.bsh,Parser,Broken Hierarchy
jEdit,org.gjt.sp.jedit.bsh,Parser,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.bsh,Parser,Insufficient Modularization
jEdit,org.gjt.sp.jedit.bsh,LookaheadSuccess,Unnecessary Abstraction
jEdit,org.gjt.sp.jedit.bsh,ParserConstants,Wide Hierarchy
jEdit,org.gjt.sp.jedit.bsh,ParserConstants,Broken Modularization
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,Broken Hierarchy
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,Insufficient Modularization
jEdit,org.gjt.sp.jedit.bsh,ParserTreeConstants,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.bsh,ParserTreeConstants,Broken Modularization
jEdit,org.gjt.sp.jedit.bsh,Primitive,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.bsh,Primitive,Broken Hierarchy
jEdit,org.gjt.sp.jedit.bsh,Primitive,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.bsh,Primitive,Insufficient Modularization
jEdit,org.gjt.sp.jedit.bsh,Special,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.bsh,Reflect,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.bsh,Reflect,Insufficient Modularization
jEdit,org.gjt.sp.jedit.bsh,ReflectError,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.bsh,ReturnControl,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.bsh,ReturnControl,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.bsh,ReturnControl,Broken Hierarchy
jEdit,org.gjt.sp.jedit.bsh,SimpleNode,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.bsh,SimpleNode,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.bsh,SimpleNode,Wide Hierarchy
jEdit,org.gjt.sp.jedit.bsh,SimpleNode,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.bsh,SimpleNode,Insufficient Modularization
jEdit,org.gjt.sp.jedit.bsh,StringUtil,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.bsh,TargetError,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.bsh,This,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.bsh,Token,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.bsh,Types,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.bsh,UtilEvalError,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.bsh,UtilTargetError,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.bsh,UtilTargetError,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.bsh,Variable,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.bsh,XThis,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.bsh,Handler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.bsh.classpath,BshClassLoader,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.bsh.classpath,BshClassPath,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.bsh.classpath,BshClassPath,Insufficient Modularization
jEdit,org.gjt.sp.jedit.bsh.classpath,JarClassSource,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.bsh.classpath,GeneratedClassSource,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.bsh.classpath,UnqualifiedNameTable,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.bsh.classpath,ClassManagerImpl,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.bsh.classpath,DiscreteFilesClassLoader,Broken Hierarchy
jEdit,org.gjt.sp.jedit.bsh.collection,CollectionIterator,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.bsh.collection,CollectionManagerImpl,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.bsh.org.objectweb.asm,ClassVisitor,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.bsh.org.objectweb.asm,ClassWriter,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.bsh.org.objectweb.asm,ClassWriter,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.bsh.org.objectweb.asm,CodeWriter,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.bsh.org.objectweb.asm,CodeWriter,Insufficient Modularization
jEdit,org.gjt.sp.jedit.bsh.org.objectweb.asm,Constants,Broken Modularization
jEdit,org.gjt.sp.jedit.bsh.org.objectweb.asm,Edge,Unnecessary Abstraction
jEdit,org.gjt.sp.jedit.bsh.org.objectweb.asm,Edge,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.bsh.org.objectweb.asm,Item,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.bsh.org.objectweb.asm,Label,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.bsh.org.objectweb.asm,Type,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.bsh.reflect,ReflectManagerImpl,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.buffer,BufferAdapter,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.buffer,BufferListener,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.buffer,BufferSegment,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.buffer,ContentManager,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.buffer,DummyFoldHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.buffer,ExplicitFoldHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.buffer,FoldHandler,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.buffer,FoldHandler,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.buffer,IndentFoldHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.buffer,JEditBuffer,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.buffer,JEditBuffer,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.buffer,JEditBuffer,Insufficient Modularization
jEdit,org.gjt.sp.jedit.buffer,JEditBuffer,Hub-like Modularization
jEdit,org.gjt.sp.jedit.buffer,Listener,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.buffer,LineManager,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.buffer,PositionManager,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.buffer,PosTopHalf,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.buffer,PosBottomHalf,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.buffer,UndoManager,Unexploited Encapsulation
jEdit,org.gjt.sp.jedit.buffer,UndoManager,Missing Hierarchy
jEdit,org.gjt.sp.jedit.buffer,UndoManager,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.buffer,UndoManager,Insufficient Modularization
jEdit,org.gjt.sp.jedit.buffer,Edit,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.buffer,Insert,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.buffer,Remove,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.buffer,Replace,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.buffer,CompressedReplace,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.buffer,CompoundEdit,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.bufferio,BufferAutosaveRequest,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.bufferio,BufferAutosaveRequest,Broken Hierarchy
jEdit,org.gjt.sp.jedit.bufferio,BufferInsertRequest,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.bufferio,BufferInsertRequest,Broken Hierarchy
jEdit,org.gjt.sp.jedit.bufferio,BufferIORequest,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.bufferio,BufferIORequest,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.bufferio,BufferIORequest,Broken Hierarchy
jEdit,org.gjt.sp.jedit.bufferio,BufferIORequest,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.bufferio,BufferLoadRequest,Broken Hierarchy
jEdit,org.gjt.sp.jedit.bufferio,BufferSaveRequest,Broken Hierarchy
jEdit,org.gjt.sp.jedit.bufferio,IoTask,Unnecessary Abstraction
jEdit,org.gjt.sp.jedit.bufferio,IoTask,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.bufferio,MarkersSaveRequest,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.bufferio,MarkersSaveRequest,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.bufferset,BufferSet,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.bufferset,NameSorter,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.bufferset,PathSorter,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.bufferset,BufferSetAdapter,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.bufferset,BufferSetListener,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.bufferset,BufferSetManager,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.datatransfer,JEditDataFlavor,Unnecessary Abstraction
jEdit,org.gjt.sp.jedit.datatransfer,JEditDataFlavor,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.datatransfer,JEditTransferable,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.datatransfer,ListVFSFileTransferable,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.datatransfer,ListVFSFileTransferable,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.datatransfer,RichJEditTextTransferableService,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.datatransfer,RichTextTransferable,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.datatransfer,StringTransferableService,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,AboutDialog,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,AbstractContextOptionPane,Broken Hierarchy
jEdit,org.gjt.sp.jedit.gui,AbstractContextOptionPane,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,MenuItemCompare,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ActionHandler,Imperative Abstraction
jEdit,org.gjt.sp.jedit.gui,ActionBar,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,DocumentHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ActionTextField,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,AddAbbrevDialog,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,KeyHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,AddModeDialog,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,AnimatedIcon,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,Animator,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,BeanShellErrorDialog,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,BeanShellErrorDialog,Broken Hierarchy
jEdit,org.gjt.sp.jedit.gui,BufferOptions,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,BufferSwitcher,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.gui,BufferSwitcher,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,BufferSwitcher,Insufficient Modularization
jEdit,org.gjt.sp.jedit.gui,BufferCellRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ComboBoxTransferHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,BufferSwitcherTransferable,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,BufferTransferableData,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,BufferSwitcherTransferHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,CloseDialog,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ListHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ColorChooserDialog,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,ColorWellButton,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,ColorWell,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,CompleteWord,Broken Hierarchy
jEdit,org.gjt.sp.jedit.gui,Words,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,CompletionPopup,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,CompletionPopup,Insufficient Modularization
jEdit,org.gjt.sp.jedit.gui,CandidateListModel,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,CellRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,KeyHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,MouseHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,WindowFocusHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ContextAddDialog,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ContextAddDialog,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,DefaultFocusComponent,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,DockableLayout,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,ResizeMouseHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,DockableWindow,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,DockableWindowContainer,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,DockableWindowFactory,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,DockableWindowFactory,Insufficient Modularization
jEdit,org.gjt.sp.jedit.gui,DockableListHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,Window,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,OpenAction,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ToggleAction,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,FloatAction,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,DockableWindowManager,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.gui,DockableWindowManager,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,DockableWindowManager,Insufficient Modularization
jEdit,org.gjt.sp.jedit.gui,DockingArea,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,KeyHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,DockingLayout,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.gui,DockingLayout,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,DockableWindowManagerImpl,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.gui,DockableWindowManagerImpl,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,DockableWindowManagerImpl,Insufficient Modularization
jEdit,org.gjt.sp.jedit.gui,DockableWindowConfig,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.gui,PerspectiveHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,Entry,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,DockableWindowManagerProvider,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,DockingFrameworkProvider,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,DockingLayoutManager,Unexploited Encapsulation
jEdit,org.gjt.sp.jedit.gui,DockingLayoutManager,Missing Hierarchy
jEdit,org.gjt.sp.jedit.gui,DockingLayoutManager,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,LoadPerspectiveAction,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,DropShadowBorder,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,DynamicContextMenuService,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,KeyHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,EnhancedButton,Broken Hierarchy
jEdit,org.gjt.sp.jedit.gui,EnhancedButton,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,EnhancedDialog,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,EnhancedDialog,Wide Hierarchy
jEdit,org.gjt.sp.jedit.gui,ContainerHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,KeyHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,WindowHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ErrorListDialog,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ErrorListDialog,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,ErrorEntry,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,JTextPaneSized,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ExtendedGridLayout,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ExtendedGridLayout,Insufficient Modularization
jEdit,org.gjt.sp.jedit.gui,ExtendedGridLayoutConstraints,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.gui,FilePropertiesDialog,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,FilesChangedDialog,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,TreeHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,Renderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,FloatingWindowContainer,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,MouseHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,FontSelector,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,FontSelectorDialog,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ListHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,GrabKeyDialog,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.gui,GrabKeyDialog,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,KeyBinding,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.gui,InputPane,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,HistoryText,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,HistoryText,Insufficient Modularization
jEdit,org.gjt.sp.jedit.gui,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,HistoryTextArea,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,HistoryTextField,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,HistoryTextField,Insufficient Modularization
jEdit,org.gjt.sp.jedit.gui,MouseHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,HistoryBorder,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,InputHandler,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,Entry,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,DummyRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,LabelRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,KeyEventTranslator,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.gui,Key,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.gui,KeyEventWorkaround,Insufficient Modularization
jEdit,org.gjt.sp.jedit.gui,ListModelEditor,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,LogViewer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,LogViewer,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,LogViewer,Insufficient Modularization
jEdit,org.gjt.sp.jedit.gui,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ListHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,LogList,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,MyFilteredListModel,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,LogSettings,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,MarkerViewer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,Renderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,MouseHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,KeyHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,IntegerDocumentFilter,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,FloatDocumentFilter,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,OptionsDialog,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,OptionsDialog,Missing Hierarchy
jEdit,org.gjt.sp.jedit.gui,PaneNameRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,PaneNameRenderer,Broken Hierarchy
jEdit,org.gjt.sp.jedit.gui,PaneNameRenderer,Missing Hierarchy
jEdit,org.gjt.sp.jedit.gui,OptionTreeModel,Cyclic Hierarchy
jEdit,org.gjt.sp.jedit.gui,PanelWindowContainer,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.gui,PanelWindowContainer,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,PanelWindowContainer,Insufficient Modularization
jEdit,org.gjt.sp.jedit.gui,DockableWindowCompare,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,MenuMouseHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,DockBorder,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,RotatedTextIcon,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.gui,ButtonLayout,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,PasteFromListDialog,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,Renderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ListHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,MouseHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,PasteSpecialDialog,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,PingPongList,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.gui,PingPongList,Insufficient Modularization
jEdit,org.gjt.sp.jedit.gui,MyTransferable,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.gui,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,MyListDataListener,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,RegisterViewer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,Renderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ListHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,MouseHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,DocumentHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,FocusHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,EscapeHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,TabHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,InsertHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ClearHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,MouseOverHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,SelectLineRange,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,SplashScreen,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,StatusBar,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,StatusBar,Insufficient Modularization
jEdit,org.gjt.sp.jedit.gui,TaskHandler,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,MouseHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,StyleEditor,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,TaskMonitor,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,TaskMonitor,Insufficient Modularization
jEdit,org.gjt.sp.jedit.gui,TaskCellRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,TaskTableEditor,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,TextAreaDialog,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,TipOfTheDay,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,ToolBarManager,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui,Entry,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui,VariableGridLayout,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.gui.statusbar,BufferSetWidgetFactory,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,BufferSetWidgetFactory,Missing Hierarchy
jEdit,org.gjt.sp.jedit.gui.statusbar,BufferSetWidget,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,BufferSetWidget,Missing Hierarchy
jEdit,org.gjt.sp.jedit.gui.statusbar,ClockWidgetFactory,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,ClockWidget,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,EncodingWidgetFactory,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,ErrorsWidgetFactory,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,ErrorWidget,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,MyMouseAdapter,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,ErrorDialog,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,MyActionListener,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,FoldWidgetFactory,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,FoldWidget,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,HoverSetStatusMouseHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,IndentWidgetFactory,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,IndentWidget,Unutilized Abstraction
