Project Name,Package Name,Type Name,Code Smell
jEdit,org.gjt.sp.jedit.gui.statusbar,LastModifiedWidgetFactory,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,LastModifiedWidget,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,LineSepWidgetFactory,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,LineSepWidget,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,LockedWidgetFactory,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,LockedWidget,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,MemoryStatusWidgetFactory,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,MemoryStatusWidget,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,MouseHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,ModeWidgetFactory,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,MultiSelectWidgetFactory,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,MultiSelectWidget,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,OverwriteWidgetFactory,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,OverwriteWidget,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,RectSelectWidgetFactory,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,RectSelectWidget,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,SelectionLengthWidgetFactory,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,SelectionLengthWidget,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,StatusWidgetFactory,Wide Hierarchy
jEdit,org.gjt.sp.jedit.gui.statusbar,StatusWidgetFactory,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.gui.statusbar,TaskMonitorWidgetFactory,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,TaskMonitorWidget,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,Widget,Wide Hierarchy
jEdit,org.gjt.sp.jedit.gui.statusbar,WrapWidgetFactory,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.statusbar,WrapWidget,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.tray,JEditSwingTrayIcon,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.tray,JEditSwingTrayIcon,Broken Hierarchy
jEdit,org.gjt.sp.jedit.gui.tray,MyMouseAdapter,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.tray,MyActionListener,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.tray,JEditTrayIcon,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.tray,JTrayIcon,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.tray,MyMouseListener,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.tray,MyPopupMenuListener,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.gui.tray,JTrayIconManager,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.help,HelpHistoryModel,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.help,HelpSearchPanel,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.help,ResultIcon,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.help,ResultRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.help,ResultCompare,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.help,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.help,MouseHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.help,HelpTOCLoader,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.help,HelpNode,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.help,TOCHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.help,PluginCompare,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.help,TOCCellRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.help,HelpViewer,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.help,HelpViewer,Insufficient Modularization
jEdit,org.gjt.sp.jedit.help,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.help,LinkHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.help,PropertyChangeHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.help,KeyHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.help,MouseHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.help,HistoryButton,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.help,HistoryButton,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.help,DropActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.help,HistoryListActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.indent,BracketIndentRule,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.indent,BracketIndentRule,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.indent,BracketIndentRule,Broken Hierarchy
jEdit,org.gjt.sp.jedit.indent,Brackets,Unnecessary Abstraction
jEdit,org.gjt.sp.jedit.indent,LineScanner,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.indent,CloseBracketIndentRule,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.indent,CloseBracketIndentRule,Broken Hierarchy
jEdit,org.gjt.sp.jedit.indent,DeepIndentRule,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.indent,IndentAction,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.indent,Collapse,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.indent,Reset,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.indent,Increase,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.indent,Decrease,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.indent,AlignOffset,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.indent,AlignParameter,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.indent,NoIncrease,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.indent,IndentRule,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.indent,IndentRuleFactory,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.indent,OpenBracketIndentRule,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.indent,OpenBracketIndentRule,Broken Hierarchy
jEdit,org.gjt.sp.jedit.indent,RegexpIndentRule,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.indent,WhitespaceRule,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.input,AbstractInputHandler,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.input,DefaultInputHandlerProvider,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.input,TextAreaInputHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.io,AutoDetection,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.io,Result,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.io,CopyFileWorker,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.io,EncodingServer,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.io,EncodingWithBOM,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.io,Detector,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.io,FavoritesVFS,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.io,FavoritesVFS,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.io,Favorite,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.io,FileRootsVFS,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.io,FileRootsVFS,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.io,Root,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.io,FileVFS,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.io,FileVFS,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.io,FileVFS,Insufficient Modularization
jEdit,org.gjt.sp.jedit.io,LocalFile,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.io,LocalFile,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.io,GlobVFSFileFilter,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.io,LocalFileSaveTask,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.io,RegexEncodingDetector,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.io,UrlVFS,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.io,VFS,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.io,VFS,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.io,VFS,Insufficient Modularization
jEdit,org.gjt.sp.jedit.io,DirectoryEntryCompare,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.io,ColorEntry,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.io,VFSFile,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.io,VFSFile,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.io,VFSFile,Insufficient Modularization
jEdit,org.gjt.sp.jedit.io,VFSFileFilter,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.io,VFSManager,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.io,VFSManager,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.io,VFSManager,Insufficient Modularization
jEdit,org.gjt.sp.jedit.io,SendVFSUpdatesSafely,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.io,ErrorDisplayer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.menu,DirectoryProvider,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.menu,EnhancedCheckBoxMenuItem,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.menu,Model,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.menu,EnhancedMenu,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.menu,FavoritesProvider,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.menu,MacrosProvider,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.menu,MarkersProvider,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.menu,MarkersMenuItem,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.menu,MenuItemTextComparator,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.menu,PluginsProvider,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.menu,RecentDirectoriesProvider,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.menu,RecentFilesProvider,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.menu,ReloadWithEncodingProvider,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.msg,BufferChanging,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.msg,BufferChanging,Broken Hierarchy
jEdit,org.gjt.sp.jedit.msg,BufferUpdate,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.msg,BufferUpdate,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.msg,DockableWindowUpdate,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.msg,DockableWindowUpdate,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.msg,EditorExiting,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.msg,EditorExiting,Broken Hierarchy
jEdit,org.gjt.sp.jedit.msg,EditorExitRequested,Broken Hierarchy
jEdit,org.gjt.sp.jedit.msg,EditorExitRequested,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.msg,EditorStarted,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.msg,EditorStarted,Broken Hierarchy
jEdit,org.gjt.sp.jedit.msg,EditPaneUpdate,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.msg,EditPaneUpdate,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.msg,PluginUpdate,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.msg,PluginUpdate,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.msg,PositionChanging,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.msg,PositionChanging,Broken Hierarchy
jEdit,org.gjt.sp.jedit.msg,PropertiesChanged,Broken Hierarchy
jEdit,org.gjt.sp.jedit.msg,PropertiesChanging,Broken Hierarchy
jEdit,org.gjt.sp.jedit.msg,SearchSettingsChanged,Broken Hierarchy
jEdit,org.gjt.sp.jedit.msg,VFSPathSelected,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.msg,VFSPathSelected,Broken Hierarchy
jEdit,org.gjt.sp.jedit.msg,ViewUpdate,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.msg,ViewUpdate,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.options,AbbrevsOptionPane,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,AbbrevsOptionPane,Broken Hierarchy
jEdit,org.gjt.sp.jedit.options,HeaderMouseHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,TableMouseHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,SelectionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,Renderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,AbbrevCompare,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,AppearanceOptionPane,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,AppearanceOptionPane,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.options,AppearanceOptionPane,Broken Hierarchy
jEdit,org.gjt.sp.jedit.options,BrowserColorsOptionPane,Broken Hierarchy
jEdit,org.gjt.sp.jedit.options,SelectionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,MouseHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,ColorRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,BrowserContextOptionPane,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,BrowserContextOptionPane,Broken Hierarchy
jEdit,org.gjt.sp.jedit.options,BrowserOptionPane,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,BrowserOptionPane,Broken Hierarchy
jEdit,org.gjt.sp.jedit.options,BufferOptionPane,Broken Hierarchy
jEdit,org.gjt.sp.jedit.options,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,ContextOptionPane,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,ContextOptionPane,Broken Hierarchy
jEdit,org.gjt.sp.jedit.options,DockingOptionPane,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.options,DockingOptionPane,Broken Hierarchy
jEdit,org.gjt.sp.jedit.options,DockingOptionPane,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.options,DockPositionCellRenderer,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.options,WindowTableModel,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,Entry,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,WindowCompare,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,EditingOptionPane,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,EditingOptionPane,Broken Hierarchy
jEdit,org.gjt.sp.jedit.options,EditModesPane,Broken Hierarchy
jEdit,org.gjt.sp.jedit.options,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,MyCellRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,MyListSelectionListener,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,EncodingsOptionPane,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,EncodingsOptionPane,Broken Hierarchy
jEdit,org.gjt.sp.jedit.options,FirewallOptionPane,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,FirewallOptionPane,Broken Hierarchy
jEdit,org.gjt.sp.jedit.options,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,GeneralOptionPane,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.options,GeneralOptionPane,Broken Hierarchy
jEdit,org.gjt.sp.jedit.options,GeneralOptionPane,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.options,LangCellRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,GlobalOptions,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,GutterOptionPane,Broken Hierarchy
jEdit,org.gjt.sp.jedit.options,GutterOptionPane,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.options,IntegerInputVerifier,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,LargeFilesOptionPane,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,LargeFilesOptionPane,Broken Hierarchy
jEdit,org.gjt.sp.jedit.options,ModeSettingsPane,Broken Hierarchy
jEdit,org.gjt.sp.jedit.options,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,MouseOptionPane,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,MouseOptionPane,Broken Hierarchy
jEdit,org.gjt.sp.jedit.options,PluginManagerOptionPane,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,PluginManagerOptionPane,Broken Hierarchy
jEdit,org.gjt.sp.jedit.options,SingleSelectionModel,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,UpdateMirrorsThread,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,PluginOptions,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,PluginOptions,Broken Hierarchy
jEdit,org.gjt.sp.jedit.options,NoPluginsPane,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,NoPluginsPane,Broken Hierarchy
jEdit,org.gjt.sp.jedit.options,PrintOptionPane,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,PrintOptionPane,Broken Hierarchy
jEdit,org.gjt.sp.jedit.options,SaveBackupOptionPane,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,SaveBackupOptionPane,Broken Hierarchy
jEdit,org.gjt.sp.jedit.options,MyActionListener,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,MyActionListener2,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,ShortcutsOptionPane,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.options,ShortcutsOptionPane,Insufficient Modularization
jEdit,org.gjt.sp.jedit.options,HeaderMouseHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,TableMouseHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,ActionHandler,Imperative Abstraction
jEdit,org.gjt.sp.jedit.options,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,ShortcutsModel,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.options,KeyCompare,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,KeymapCellRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,StatusBarOptionPane,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,StatusBarOptionPane,Broken Hierarchy
jEdit,org.gjt.sp.jedit.options,ActionHandler,Imperative Abstraction
jEdit,org.gjt.sp.jedit.options,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,ListHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,WidgetListCellRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,WidgetSelectionDialog,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,SyntaxHiliteOptionPane,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.options,SyntaxHiliteOptionPane,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.options,MouseHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,StyleTableModel,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.options,StyleRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,TextAreaOptionPane,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,FontItemRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,ToolBarOptionPane,Broken Hierarchy
jEdit,org.gjt.sp.jedit.options,ButtonCompare,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,ButtonCellRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,IconCellRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,ActionHandler,Imperative Abstraction
jEdit,org.gjt.sp.jedit.options,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,ListHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,ToolBarEditDialog,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,ActionSetCompare,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,UndoPane,Broken Hierarchy
jEdit,org.gjt.sp.jedit.options,ViewOptionPane,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.options,ViewOptionPane,Broken Hierarchy
jEdit,org.gjt.sp.jedit.options,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,InstallPanel,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.pluginmgr,InstallPanel,Insufficient Modularization
jEdit,org.gjt.sp.jedit.pluginmgr,PluginTableModel,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.pluginmgr,Entry,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.pluginmgr,PluginInfoBox,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.pluginmgr,SizeLabel,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,SelectallButton,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,StringMapHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,ChoosePluginSet,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.pluginmgr,ClearPluginSet,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,ClearPluginSet,Broken Hierarchy
jEdit,org.gjt.sp.jedit.pluginmgr,InstallButton,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,EntryCompare,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.pluginmgr,TextRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,KeyboardAction,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,TableFocusHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,HeaderRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,ManagePanel,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.pluginmgr,ManagePanel,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.pluginmgr,ManagePanel,Insufficient Modularization
jEdit,org.gjt.sp.jedit.pluginmgr,ManagePanelRestoreHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,Entry,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,PluginTableModel,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,TextRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,HideLibrariesButton,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,RestoreButton,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,RestoreButton,Broken Hierarchy
jEdit,org.gjt.sp.jedit.pluginmgr,SaveButton,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,SaveButton,Broken Hierarchy
jEdit,org.gjt.sp.jedit.pluginmgr,RemoveButton,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,FindOrphan,Imperative Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,FindOrphan,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,HelpButton,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,EntryCompare,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,EntryCompare,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.pluginmgr,HeaderMouseHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,CleanupActionListener,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,KeyboardAction,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,TableFocusHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,HeaderRenderer,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,TableSelectionListener,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,MirrorList,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.pluginmgr,MirrorList,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.pluginmgr,Mirror,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.pluginmgr,Mirror,Broken Modularization
jEdit,org.gjt.sp.jedit.pluginmgr,MirrorCompare,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,MirrorListHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,PluginDetailPanel,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,PluginList,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.pluginmgr,PluginList,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.pluginmgr,Plugin,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.pluginmgr,Dependency,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.pluginmgr,PluginListHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,PluginManager,Deficient Encapsulation
jEdit,org.gjt.sp.jedit.pluginmgr,PluginManager,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.pluginmgr,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,ListUpdater,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,PluginManagerProgress,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,ActionHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,WindowHandler,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,RosterThread,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,Remove,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.pluginmgr,Install,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,BasicPrintPreviewPaneUI,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,BasicPrintPreviewPaneUI,Broken Hierarchy
jEdit,org.gjt.sp.jedit.print,BufferPrintable,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,BufferPrintable1_7,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,PrintTabExpander,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,BufferPrinter1_7,Cyclic-Dependent Modularization
jEdit,org.gjt.sp.jedit.print,JobListener,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,PageBreakExtension,Unutilized Abstraction
jEdit,org.gjt.sp.jedit.print,PageBreakExtension,Unexploited Encapsulation
