Project Name,Package Name,Type Name,Method Name,Code Smell
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa2_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa2_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa2_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa2_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa2_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa2_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa2_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa2_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa2_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa2_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa2_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa2_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa2_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa2_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa2_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa2_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa2_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa2_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa2_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa2_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa2_0,Missing default
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Complex Method
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Long Parameter List
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa3_0,Missing default
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Complex Method
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Long Parameter List
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa4_0,Missing default
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Complex Method
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Long Parameter List
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
jEdit,org.gjt.sp.jedit.bsh,ParserTokenManager,jjMoveStringLiteralDfa5_0,Magic Number
